name,SHENG_ID,SHENG,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20,12/4/20,12/5/20,12/6/20,12/7/20,12/8/20,12/9/20,12/10/20,12/11/20,12/12/20,12/13/20,12/14/20,12/15/20,12/16/20,12/17/20,12/18/20,12/19/20,12/20/20,12/21/20,12/22/20,12/23/20,12/24/20,12/25/20,12/26/20,12/27/20,12/28/20,12/29/20,12/30/20,12/31/20,1/1/21,1/2/21,1/3/21,1/4/21,1/5/21,1/6/21,1/7/21,1/8/21,1/9/21,1/10/21,1/11/21,1/12/21,1/13/21,1/14/21,1/15/21,1/16/21,1/17/21,1/18/21,1/19/21,1/20/21,1/21/21,1/22/21,1/23/21,1/24/21,1/25/21,1/26/21,1/27/21,1/28/21,1/29/21,1/30/21,1/31/21,2/1/21,2/2/21,2/3/21,2/4/21,2/5/21,2/6/21,2/7/21,geometry
Anhui,34,34,China,31.8257,117.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"list(c(1021584.62808079, 1041580.96466288, 1078391.08275547, 1086414.71927251, 1098781.42742054, 1117385.23938212, 1123649.84507616, 1132559.49413172, 1137875.58405204, 1144013.18661567, 1156366.89507975, 1157863.42183643, 1197198.081315, 1182257.83572009, 1192744.51260573, 1207536.26015418, 1220149.47417867, 1216156.40830087, 1229675.63650508, 1264231.21624181, 1261113.16274772, 1269699.30568141, 1284889.06060033, 1294562.22430748, 1301943.34818545, 1309634.97967721, 1298779.79911811, 1280362.98850389, 
1249464.4699854, 1266094.75173622, 1262278.68898831, 1250011.98324504, 1241189.33636292, 1240484.82603037, 1258980.63860716, 1273383.38055974, 1270886.83946755, 1282287.53052059, 1292167.69718665, 1295225.75059062, 1281329.51852021, 1290458.17254159, 1342297.0424045, 1344886.08709337, 1369999.00962033, 1372858.55885296, 1361029.36444915, 1355273.76734936, 1342540.05428704, 1361509.37573667, 1346466.1238685, 1319772.17454064, 1313503.56971559, 1320795.69642663, 1289400.67336816, 1272188.88429058, 
1273816.41243626, 1263355.23689553, 1244009.40979783, 1197853.13381739, 1183005.88165926, 1170742.17584109, 1161326.51650538, 1149835.82441394, 1155472.42030398, 1120385.83193989, 1111505.68143513, 1132347.02933161, 1109070.13696896, 1101630.01209815, 1098547.46174576, 1073901.04861457, 1061176.83440191, 1049749.6389708, 1033446.36412618, 1032224.34178062, 1015135.05320839, 1038938.4502682, 1020690.64262462, 1010972.9797488, 1003031.84556413, 993085.679025893, 970657.800654071, 968871.269480659, 
978393.927921288, 994059.190084153, 1015438.0489261, 1013617.01519085, 1000587.29365391, 1007503.90920491, 975761.377782924, 959725.10723679, 940227.279874007, 937146.226130137, 907544.228472898, 906031.701925765, 927303.059254696, 943215.825752675, 942963.318689106, 968702.249823535, 959535.094568286, 964764.681536574, 956681.045857344, 964274.171782147, 994531.179763963, 1014153.51124807, 1048990.59385733, 1055830.20881252, 1042282.4795343, 1045201.52718586, 1026376.71158229, 1005012.85183354, 
1006706.37917298, 1021584.62808079, 3753134.13104388, 3737892.36366625, 3731060.24145239, 3706827.06810088, 3698831.1775461, 3701692.72584023, 3694706.85340975, 3700406.2020487, 3691792.8012974, 3697132.3939043, 3683483.15463152, 3663893.31262667, 3672863.21551021, 3612386.41113191, 3602941.74519511, 3612223.65589169, 3586932.71293316, 3573664.23151633, 3560613.50216662, 3567434.61792616, 3579691.83239553, 3593380.57066477, 3595236.10153561, 3581895.36749407, 3582840.13323773, 3558646.45971082, 3539902.38325086, 
3553271.36879657, 3548229.2837928, 3522035.82428066, 3507352.0679445, 3503763.00642018, 3489122.50128308, 3472599.71237326, 3452938.61658531, 3453628.37719226, 3444431.96654581, 3450053.5637377, 3443359.69559917, 3422229.07551181, 3406584.55312628, 3400368.19336786, 3415494.95267262, 3403677.49554167, 3399943.67744418, 3388463.97615462, 3344041.69952243, 3347262.25656252, 3336771.57418304, 3312105.88997718, 3300986.44676962, 3305297.77518865, 3299263.42010873, 3257588.43884349, 3205702.53224421, 
3200837.69869024, 3192756.55675522, 3188038.22505088, 3205845.0393976, 3201576.21907906, 3229165.20440244, 3224302.87029883, 3235744.57183575, 3222454.33984361, 3209692.11547975, 3189248.76009698, 3203159.75493505, 3234042.29467513, 3245590.49928004, 3242810.70120528, 3224749.13475813, 3208505.3520314, 3211595.9073405, 3253520.14349036, 3263360.81738089, 3286838.72899973, 3304341.28712804, 3343539.7218599, 3356654.70306772, 3351104.60666462, 3361120.28270926, 3353163.14416149, 3374270.26554335, 3390430.04859907, 
3411749.92103326, 3425312.40714275, 3429123.47210696, 3471284.95985291, 3508098.60465969, 3516143.99475796, 3494123.11226699, 3512027.67655396, 3511782.92375651, 3541103.68649666, 3551721.12421983, 3569202.17976746, 3565128.60704261, 3574127.26307054, 3615262.98156149, 3627299.6897761, 3647509.54328987, 3658802.23999692, 3659299.49929086, 3680636.87106927, 3676491.54639236, 3646228.51665556, 3673296.48623569, 3670982.44528397, 3696570.14287658, 3714198.45014737, 3710952.14506142, 3729061.71262203, 
3743863.22059087, 3753134.13104388))"
Beijing,11,11,China,40.1824,116.4142,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,"list(c(959544.040315578, 958813.027595171, 964991.630940839, 968724.694305467, 992584.09467486, 1038105.8560986, 1015120.4730149, 1018231.5260233, 1035951.32376547, 1020349.06376033, 985757.485517433, 988313.529333761, 1003724.28785236, 1001281.24782514, 992225.096981638, 973524.783979946, 960911.573670912, 964790.139172976, 943553.282867546, 918755.867987831, 913055.773293786, 898206.024146204, 885668.314589953, 875914.650221831, 887574.34497377, 873941.116049636, 875372.639466412, 900500.55869989, 
907113.669490598, 915423.307654995, 894107.449369226, 923497.440152596, 931861.078860048, 949803.878989179, 937699.175507369, 949185.367759728, 946602.823988912, 959544.040315578, 4466805.27363334, 4474734.91069305, 4474476.90580458, 4459684.14993867, 4439391.2975118, 4439932.80350295, 4418790.43971219, 4404397.19059098, 4385528.86290944, 4370116.59745942, 4361974.95914684, 4345996.68246013, 4336288.51329898, 4323495.29202536, 4312820.10787625, 4313617.62304798, 4301682.91730477, 4292511.25819898, 
4306624.50409904, 4305247.48197045, 4293954.78681093, 4304676.47346981, 4300588.40351395, 4320317.24572757, 4326051.84423592, 4340074.08782777, 4349239.2463458, 4368742.08215294, 4366124.53642686, 4380212.77959248, 4409044.27964239, 4422530.01085851, 4441953.34605426, 4441495.83691667, 4458222.12682287, 4455757.0834367, 4465132.74562885, 4466805.27363334))"
Chongqing,50,50,China,30.0572,107.874,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,3,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"list(c(338269.67846451, 375562.805027391, 398328.187753511, 399278.703988149, 441480.912639366, 441798.918537083, 465744.8207655, 462648.76894617, 481521.586191068, 488195.199198411, 481119.580645349, 486805.676594351, 479219.549898016, 460966.742899512, 412164.424587796, 406551.329793755, 392015.08595588, 389109.036748084, 381942.916312716, 360448.055710469, 346582.822483411, 337894.67686337, 323146.429059461, 322356.416063768, 339996.712795269, 335431.137172395, 321258.399118788, 334950.129538075, 
341316.236135886, 349161.867967867, 352267.42064457, 373943.785267364, 376072.321891759, 391271.077178709, 396248.16150845, 415853.991618484, 408486.868385742, 415032.478958413, 404478.801824058, 418209.032860293, 402778.773930211, 398603.204440995, 387874.02410122, 371393.74663356, 365735.151624278, 366801.668831438, 359507.545937004, 352938.935599699, 356797.000828809, 347518.844781992, 351622.912937492, 322277.919358103, 327270.502993327, 317722.841670993, 311196.232089107, 295314.46492526, 276241.144554523, 
264256.942521791, 259501.862710481, 248888.68426419, 246413.142498594, 230953.882674887, 227565.326051535, 235156.453810347, 217054.149779375, 211434.055050696, 199151.348518335, 191689.973259752, 177902.491413936, 180497.535285403, 170058.859766552, 167257.062871459, 151485.29758799, 159550.9330074, 141669.632096951, 147479.230104264, 129802.682891228, 118192.237282413, 100860.445851202, 94732.5927605599, 87936.7285579003, 76647.7887244828, 68431.6503741874, 45383.2629241376, 40666.1835790139, 30814.2679652833, 
30444.5117087397, 69971.4259223647, 70890.9412759912, 50767.3530552772, 62539.0508355777, 59068.4924866226, 69449.416919596, 77438.8010449574, 110931.863882931, 117797.479367233, 147805.483422734, 164712.017886733, 197184.813534691, 237585.491251931, 228620.840465824, 233730.926118498, 248364.671969182, 255911.798593608, 268678.513253871, 278268.174154627, 276767.648679844, 287547.829602071, 282646.747141609, 289819.867400301, 283111.254622687, 297953.003676342, 298297.509048399, 312136.741394513, 
330940.556714455, 329550.033109682, 302993.586702451, 313149.257145922, 310739.716478664, 320339.877628217, 312425.744508137, 325360.461566051, 338269.67846451, 3417554.55653492, 3399936.74713836, 3382744.69549629, 3373464.2829965, 3373429.03094697, 3356408.48291796, 3353651.1837563, 3348558.59469115, 3340414.95134916, 3314943.25491279, 3306705.36086511, 3294644.14931037, 3273983.78754084, 3284361.72011651, 3235694.11874216, 3251607.64792818, 3238630.17087937, 3251764.65124396, 3253206.67674774, 
3234028.59116233, 3244460.02445453, 3230747.28426706, 3231173.54213745, 3219656.34019812, 3206599.36073221, 3163063.34710353, 3157168.9940511, 3145170.53312131, 3160937.30963517, 3162038.32873443, 3143805.25867501, 3133874.0837262, 3103966.80863498, 3111693.19381233, 3089557.05497595, 3074201.78465896, 3053455.67050004, 3037334.88706401, 3026037.93892142, 3022046.368319, 3003123.03627562, 2978514.10383749, 2973858.52233546, 2982701.17830302, 2976505.06954677, 3002949.53435923, 3010870.42378662, 3005785.83461714, 
2993106.36164523, 2992801.85656028, 3025700.68462985, 3029170.49640849, 3042268.22640307, 3074521.04320678, 3068079.18023181, 3074143.03712906, 3059321.5272428, 3085974.49562385, 3079284.37823649, 3080005.64112383, 3087879.02944122, 3083750.95724957, 3063642.60414654, 3056534.47914438, 3035770.864702, 3049840.86199183, 3050304.37034068, 3036555.62891429, 3037014.6371874, 3019735.33353068, 3017969.05264175, 3000433.24449532, 3003605.80046161, 3022296.37882624, 3042458.48330511, 3013607.47628725, 3008551.63763518, 
3048307.58631283, 3050042.36694388, 3058085.75828824, 3049310.10417969, 3053103.17088904, 3093287.12669691, 3091333.84250484, 3106912.11605312, 3110221.17417844, 3128220.74015987, 3157230.7491415, 3175946.07751998, 3190774.58775853, 3195582.1720357, 3203154.55487395, 3201391.5238967, 3221424.12517996, 3206969.12141942, 3192564.11868982, 3208633.90022923, 3176436.08521652, 3179638.89092849, 3247183.82479339, 3257900.51283053, 3268840.20448911, 3267130.17423032, 3275213.56575249, 3264827.88344983, 
3274077.54535786, 3287113.02383999, 3294223.64819444, 3300848.76439249, 3311089.94365495, 3316066.53099485, 3325629.19815978, 3344284.02488738, 3346648.56595558, 3364959.88611377, 3375421.56931505, 3397978.2148446, 3400547.25955687, 3409853.67249187, 3410662.9364101, 3421788.88130666, 3425144.93969796, 3417554.55653492))"
Fujian,35,35,China,26.0789,117.9874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"list(c(1348145.67999694, 1360382.89013289, 1368108.51965253, 1396336.49559225, 1402497.09808429, 1414255.29588773, 1415314.31220094, 1426236.49567606, 1447120.35154792, 1491526.59713307, 1502068.27515592, 1514364.48493507, 1511344.30927244, 1515328.50138151, 1511300.93445076, 1497951.70951541, 1501270.76674477, 1491631.10480123, 1499340.23465401, 1498452.72039438, 1481264.93129149, 1481381.43418778, 1491616.60677668, 1493935.64771363, 1477224.86688446, 1471520.27200544, 1466712.19011653, 1479922.91181564, 
1485571.00492818, 1471982.27630582, 1467925.70986164, 1458880.05682795, 1462052.6083661, 1454594.98439444, 1447385.36208697, 1453176.4608837, 1434649.64766702, 1435255.15875566, 1443680.30058087, 1439009.22363615, 1460714.0892236, 1457225.03110191, 1467523.70553956, 1461509.10479017, 1448478.38420998, 1440069.24289805, 1443171.79588604, 1450593.4205928, 1458366.55309132, 1466483.1883424, 1472108.28395719, 1481286.93818097, 1449922.41164642, 1455741.0098656, 1440136.24989196, 1445391.83754715, 1463448.14234587, 
1456920.53637398, 1443939.31806255, 1458795.06921179, 1456156.52590255, 1464725.1705008, 1467778.72345142, 1462180.62929299, 1457291.54544142, 1451290.94555285, 1451267.94382825, 1444940.83774696, 1446197.85807947, 1432210.12120627, 1436223.19092519, 1428114.5539316, 1431258.60565387, 1414129.81909134, 1425634.01435114, 1432496.1294175, 1441165.77642629, 1433028.14028475, 1417427.37665138, 1414529.82851556, 1422437.46237237, 1416984.87071225, 1409370.24213247, 1412070.28636916, 1402847.13120035, 
1405950.68276249, 1391319.93678006, 1403934.65015969, 1392281.45489707, 1409487.74511869, 1412108.79038835, 1398276.55750686, 1408683.73362226, 1382408.29130301, 1375687.67652818, 1378885.73157079, 1370959.59861179, 1390236.42407581, 1378774.23196359, 1382767.80014968, 1376283.69181735, 1361517.44179737, 1338228.55039614, 1329618.90371592, 1325345.33299873, 1314524.15082679, 1322386.78377909, 1320460.75206943, 1305233.99501088, 1307730.53808268, 1323604.30540975, 1321319.76766591, 1327932.37895557, 
1333388.47186654, 1313562.13868871, 1312920.62947997, 1301416.43691907, 1296043.34600657, 1300939.42777415, 1293442.30124426, 1285552.67160694, 1283185.62988259, 1263405.79592237, 1274697.98704446, 1265801.33805501, 1279758.57374643, 1269500.40169758, 1271879.94256103, 1259886.24046838, 1264918.32302493, 1252515.11456613, 1250803.08701605, 1250952.08871113, 1246134.00812254, 1234986.3196976, 1218995.04803792, 1212614.93810059, 1218674.03937921, 1189423.5427145, 1192274.08946365, 1165526.13948216, 
1147837.83949943, 1148833.35555897, 1135076.12458131, 1128460.01230944, 1118764.84933063, 1099362.52163387, 1090676.87267252, 1104163.09896649, 1105147.11190483, 1115949.79332206, 1110133.19434144, 1132398.06829504, 1142496.7368801, 1132180.56263763, 1132583.56820023, 1141670.72010836, 1150863.37512666, 1152491.4016038, 1136838.63586399, 1140490.19581914, 1152002.88841956, 1175073.27640724, 1193766.58852334, 1174802.26548191, 1191825.05164871, 1200385.19474056, 1196539.62907873, 1218599.49904042, 
1242247.39876271, 1251361.55055735, 1274168.43401233, 1276911.97917704, 1297320.82216152, 1291644.22519141, 1301866.39635415, 1308467.50799239, 1328890.85067666, 1338625.51524989, 1333309.4279595, 1348145.67999694, 3023564.57803387, 2983491.12230876, 2989229.72233707, 2984040.1279317, 2996085.58898494, 2998202.87485787, 3012560.12709333, 3016905.4522039, 2978489.77448337, 3000344.90339416, 2996304.8310957, 2972952.91904758, 2974668.55106836, 2971141.63708158, 2962994.74432419, 2963305.75142398, 2951640.54588426, 
2947477.97385059, 2947768.97803199, 2941594.86955363, 2937223.29474569, 2928822.39696576, 2927631.87478805, 2911016.33221292, 2904183.46401646, 2892890.2659964, 2900756.90498641, 2908984.29815653, 2927481.37287195, 2924437.3209587, 2907142.26718634, 2912744.11681646, 2930226.9239831, 2914871.90475698, 2922527.79028705, 2911294.09198174, 2921097.51661922, 2912866.12174271, 2914055.39167869, 2897789.60605025, 2899128.12704231, 2892996.76957262, 2884888.12566362, 2879354.27899703, 2888437.44037895, 
2884840.3780696, 2878320.26296639, 2881624.07023339, 2867856.32701682, 2881823.32185489, 2874408.6906975, 2878579.51299611, 2859947.93882283, 2858512.16286343, 2830653.17427788, 2839193.07400884, 2834981.74773164, 2797981.5969958, 2793174.26386288, 2786706.64819662, 2775993.9598167, 2774779.93741341, 2761484.70283942, 2759389.91660237, 2772318.14493227, 2760596.43914916, 2772839.154823, 2767408.3099004, 2775317.44907629, 2785097.37297994, 2765978.78573981, 2768643.58362882, 2780563.54323325, 2759937.43187378, 
2747777.21630126, 2753653.81904155, 2745963.93253973, 2736064.25905627, 2741519.85699803, 2734769.98839419, 2729878.90129155, 2727256.10570227, 2728993.13718918, 2741125.35066392, 2737927.04536521, 2745158.42242886, 2738572.05804262, 2732033.19138367, 2720400.98772049, 2719525.72033182, 2709435.0421877, 2705943.73223451, 2700101.62807041, 2692744.50137098, 2706676.24769797, 2695927.0578681, 2689177.18977003, 2685448.87187645, 2674051.42223364, 2666025.78028139, 2656165.10713938, 2665710.77710285, 
2652361.04426801, 2667131.80565651, 2653629.56803572, 2650420.01260233, 2646870.69916621, 2639117.06263413, 2641746.1106296, 2631929.93724086, 2635878.50517894, 2627991.11631357, 2630387.40786454, 2621564.00164452, 2609192.7855582, 2592920.74855726, 2577696.23115746, 2580487.78098368, 2588883.42860135, 2589562.44137438, 2554054.06561241, 2572550.89228416, 2575680.69956599, 2569022.58090688, 2557638.88093345, 2555209.58661174, 2544693.90208033, 2537206.26967054, 2534521.22351249, 2559041.40577675, 
2550841.51233102, 2536742.01364265, 2545410.91664133, 2538047.03715341, 2541896.60622998, 2562437.97037053, 2587746.66759756, 2597677.59221012, 2635025.75389395, 2649636.01127899, 2638294.56384247, 2658427.42055253, 2666761.5674118, 2655770.62489423, 2664362.77701147, 2658921.43195581, 2666325.06425994, 2697214.35960417, 2709335.32204146, 2752982.34109361, 2760300.46904232, 2771850.9230474, 2785919.66881737, 2804101.98809908, 2809229.57935301, 2823581.082019, 2837238.57162683, 2835357.03764213, 2846264.22950099, 
2870431.90634553, 2888429.72272747, 2903322.73369355, 2909447.58925997, 2939511.86629372, 2981409.35485789, 2986159.93673314, 2997526.88571729, 3007781.31633482, 3023153.08432256, 3005648.77431545, 3023218.5821816, 3028446.92171755, 3039131.8591866, 3045202.46371412, 3059753.96996092, 3069097.63301982, 3063768.28870365, 3075003.23386644, 3067959.85909259, 3045916.22240835, 3023564.57803387), c(1503877.98825482, 1491508.09843065, 1489449.06513312, 1503877.98825482, 2978909.84722004, 2985936.65011051, 
2973501.43173004, 2978909.84722004))"
